n,identical_prime_pair,propE_base,propO_base,propI_base,propE_altA,propO_altA,propI_altA,propE_altB,propO_altB,propI_altB,propE_altC,propO_altC,propI_altC,collatz_steps,collatz_max,divergence_ratio,time_to_peak_ratio,log_n,mod3,mod4,mod6,mod12,mod30,center_distance_base,center_distance_altA,center_distance_altB,center_distance_altC,mag_bin,near_center
17228,0,0.4430379746835443,0.02531645569620253,0.5316455696202531,0.4430379746835443,0.0759493670886076,0.4810126582278481,0.0379746835443038,0.3670886075949367,0.5949367088607594,0.45569620253164556,0.012658227848101266,0.5316455696202531,79,39364,2.2848850708149526,0.4430379746835443,9.754291246174,2,0,2,8,8,0.22798167673893735,0.19028647055127118,0.3249443766878188,0.24564138322436516,10001-20000,1
17230,0,0.13924050632911392,0.02531645569620253,0.8354430379746836,0.13924050632911392,0.25316455696202533,0.6075949367088608,0.05063291139240506,0.31645569620253167,0.6329113924050633,0.11392405063291139,0.05063291139240506,0.8354430379746836,79,65428,3.7973302379570515,0.13924050632911392,9.754407329521975,1,2,4,10,10,0.41095010303142815,0.20061593986438828,0.3056326427096706,0.4116513303970454,10001-20000,0
17232,0,0.0,0.0,1.0,0.0,0.0,1.0,0.02857142857142857,0.11428571428571428,0.8571428571428571,0.08571428571428572,0.0,0.9142857142857143,35,17232,1.0,0.0,9.75452339939617,0,0,0,0,12,0.6164414002968976,0.6164414002968976,0.4566962103755937,0.5074948476666175,10001-20000,0
17234,0,0.1744186046511628,0.023255813953488372,0.8023255813953488,0.1744186046511628,0.046511627906976744,0.7790697674418605,0.01744186046511628,0.14534883720930233,0.8372093023255814,0.1686046511627907,0.029069767441860465,0.8023255813953488,172,209680,12.166647325055123,0.1744186046511628,9.754639455799712,2,2,2,2,14,0.3720348791780692,0.34235844129447346,0.443323770383109,0.3713255165814319,10001-20000,0
17236,0,0.0,0.0,1.0,0.0,0.0,1.0,0.05714285714285714,0.11428571428571428,0.8285714285714286,0.08571428571428572,0.0,0.9142857142857143,35,17236,1.0,0.0,9.75475549873573,1,0,4,4,16,0.6164414002968976,0.6164414002968976,0.41747540560578456,0.5074948476666175,10001-20000,0
17238,0,0.624113475177305,0.0425531914893617,0.3333333333333333,0.624113475177305,0.03546099290780142,0.3404255319148936,0.02127659574468085,0.3971631205673759,0.5815602836879432,0.6312056737588653,0.03546099290780142,0.3333333333333333,141,95956,5.566539041652164,0.624113475177305,9.754871528207344,0,2,0,6,18,0.39700984884442464,0.3969718384357267,0.3510158287980721,0.40564524028112087,10001-20000,0
17240,0,0.3546511627906977,0.20348837209302326,0.4418604651162791,0.3546511627906977,0.19767441860465115,0.4476744186046512,0.011627906976744186,0.18023255813953487,0.8081395348837209,0.3488372093023256,0.20930232558139536,0.4418604651162791,172,1276936,74.06821345707657,0.3546511627906977,9.754987544217684,2,0,2,8,20,0.0798694174933693,0.07569758511051068,0.42249164340928214,0.0764971358297606,10001-20000,1
17242,0,0.3546511627906977,0.20348837209302326,0.4418604651162791,0.3546511627906977,0.19767441860465115,0.4476744186046512,0.011627906976744186,0.18023255813953487,0.8081395348837209,0.3488372093023256,0.20930232558139536,0.4418604651162791,172,1276936,74.05962185361327,0.3546511627906977,9.75510354676987,1,2,4,10,22,0.0798694174933693,0.07569758511051068,0.42249164340928214,0.0764971358297606,10001-20000,1
17244,0,0.3546511627906977,0.20348837209302326,0.4418604651162791,0.3546511627906977,0.19767441860465115,0.4476744186046512,0.011627906976744186,0.18023255813953487,0.8081395348837209,0.3488372093023256,0.20930232558139536,0.4418604651162791,172,1276936,74.05103224309904,0.3546511627906977,9.755219535867026,0,0,0,0,24,0.0798694174933693,0.07569758511051068,0.42249164340928214,0.0764971358297606,10001-20000,1
17246,1,0.45569620253164556,0.0379746835443038,0.5063291139240507,0.45569620253164556,0.06329113924050633,0.4810126582278481,0.0379746835443038,0.3037974683544304,0.6582278481012658,0.4430379746835443,0.05063291139240506,0.5063291139240507,79,118096,6.847732807607561,0.45569620253164556,9.75533551151227,2,2,2,2,26,0.22479672670750192,0.20806522833118066,0.3232139118528996,0.20690685596118605,10001-20000,1
17248,0,0.0,0.0,1.0,0.0,0.0,1.0,0.018867924528301886,0.2641509433962264,0.7169811320754716,0.33962264150943394,0.0,0.660377358490566,53,17248,1.0,0.0,9.755451473708725,1,0,4,4,28,0.6164414002968976,0.6164414002968976,0.3608758776565755,0.2594048011055244,10001-20000,0
17250,0,0.03773584905660377,0.018867924528301886,0.9433962264150944,0.03773584905660377,0.05660377358490566,0.9056603773584906,0.05660377358490566,0.1320754716981132,0.8113207547169812,0.05660377358490566,0.0,0.9433962264150944,53,25876,1.5000579710144928,0.03773584905660377,9.755567422459507,0,2,0,6,0,0.5460691597534978,0.5038901709487719,0.40096892260584543,0.543913537827708,10001-20000,0
17252,0,0.0,0.0,1.0,0.0,0.0,1.0,0.05660377358490566,0.24528301886792453,0.6981132075471698,0.05660377358490566,0.0,0.9433962264150944,53,17252,1.0,0.0,9.755683357767733,2,0,2,8,2,0.6164414002968976,0.6164414002968976,0.31708219413194527,0.543913537827708,10001-20000,0
17254,1,0.07547169811320754,0.03773584905660377,0.8867924528301887,0.07547169811320754,0.018867924528301886,0.9056603773584906,0.03773584905660377,0.1509433962264151,0.8113207547169812,0.05660377358490566,0.0,0.9433962264150944,53,38824,2.250144893937638,0.07547169811320754,9.755799279636523,1,2,4,10,4,0.47576361209737517,0.4977771879782003,0.41001176514998905,0.543913537827708,10001-20000,0
17256,0,0.0,0.0,1.0,0.0,0.0,1.0,0.018867924528301886,0.3018867924528302,0.6792452830188679,0.05660377358490566,0.0,0.9433962264150944,53,17256,1.0,0.0,9.755915188068993,0,0,0,0,6,0.6164414002968976,0.6164414002968976,0.34863309340890847,0.543913537827708,10001-20000,0
17258,1,0.03773584905660377,0.018867924528301886,0.9433962264150944,0.03773584905660377,0.0,0.9622641509433962,0.03773584905660377,0.18867924528301888,0.7735849056603774,0.05660377358490566,0.0,0.9433962264150944,53,25888,1.5000579441418473,0.03773584905660377,9.756031083068253,2,2,2,2,8,0.5460691597534978,0.5678649752515817,0.37915609577404946,0.543913537827708,10001-20000,0
17260,0,0.09375,0.0078125,0.8984375,0.09375,0.0,0.90625,0.015625,0.2265625,0.7578125,0.0859375,0.0,0.9140625,128,32776,1.898957126303592,0.09375,9.756146964637418,1,0,4,4,10,0.488085585796692,0.49757223093737857,0.38476225410959947,0.5072184024781632,10001-20000,0
17262,0,0.046875,0.015625,0.9375,0.046875,0.046875,0.90625,0.015625,0.15625,0.828125,0.0390625,0.0234375,0.9375,128,58264,3.375275170895609,0.046875,9.756262832779603,0,2,0,6,12,0.5380266315434581,0.5025520806344353,0.43640487938381256,0.5391372230819349,10001-20000,0
17264,0,0.0,0.0,1.0,0.0,0.0,1.0,0.018867924528301886,0.33962264150943394,0.6415094339622641,0.33962264150943394,0.0,0.660377358490566,53,17264,1.0,0.0,9.756378687497916,2,0,2,8,14,0.6164414002968976,0.6164414002968976,0.34431765243945434,0.2594048011055244,10001-20000,0
17266,0,0.1320754716981132,0.018867924528301886,0.8490566037735849,0.1320754716981132,0.05660377358490566,0.8113207547169812,0.07547169811320754,0.18867924528301888,0.7358490566037735,0.09433962264150944,0.018867924528301886,0.8867924528301887,53,29140,1.687709950191127,0.1320754716981132,9.756494528795468,1,2,4,10,16,0.42760728315598834,0.38168277046920907,0.32583108405494193,0.4740394721395207,10001-20000,0
17268,0,0.0,0.0,1.0,0.0,0.0,1.0,0.03773584905660377,0.33962264150943394,0.6226415094339622,0.05660377358490566,0.0,0.9433962264150944,53,17268,1.0,0.0,9.756610356675369,0,0,0,0,18,0.6164414002968976,0.6164414002968976,0.3214310295045783,0.543913537827708,10001-20000,0
17270,0,0.05232558139534884,0.011627906976744186,0.936046511627907,0.05232558139534884,0.05232558139534884,0.8953488372093024,0.01744186046511628,0.13953488372093023,0.8430232558139535,0.040697674418604654,0.005813953488372093,0.9534883720930233,172,43720,2.531557614360162,0.05232558139534884,9.756726171140725,2,2,2,2,20,0.5356894840894121,0.4893373627918894,0.4485087362953606,0.5573128567827198,10001-20000,0
17272,0,0.171875,0.015625,0.8125,0.171875,0.0234375,0.8046875,0.0234375,0.234375,0.7421875,0.1796875,0.0078125,0.8125,128,41524,2.404122278832793,0.171875,9.756841972194643,1,0,4,4,22,0.3847939789679667,0.3747329778488944,0.36921977491393926,0.3860924537108955,10001-20000,0
17274,0,0.171875,0.015625,0.8125,0.171875,0.0234375,0.8046875,0.03125,0.234375,0.734375,0.1796875,0.0078125,0.8125,128,41524,2.403843927289568,0.171875,9.756957759840232,0,2,0,6,24,0.3847939789679667,0.3747329778488944,0.35824550764803736,0.3860924537108955,10001-20000,0
17276,0,0.0859375,0.015625,0.8984375,0.0859375,0.109375,0.8046875,0.0234375,0.1953125,0.78125,0.078125,0.0234375,0.8984375,128,65608,3.7976383422088444,0.0859375,9.757073534080591,2,0,2,8,26,0.4884356006041124,0.38323637247461256,0.3944747793744233,0.48903504315897445,10001-20000,0
17278,0,0.41818181818181815,0.05454545454545454,0.5272727272727272,0.41818181818181815,0.07272727272727272,0.509090909090909,0.01818181818181818,0.2818181818181818,0.7,0.4090909090909091,0.06363636363636363,0.5272727272727272,110,897856,51.96527375853687,0.41818181818181815,9.75718929491883,1,2,4,10,28,0.18938787869090598,0.173919331542809,0.3551277269931747,0.17674747359294166,10001-20000,1
17280,0,0.0,0.0,1.0,0.0,0.0,1.0,0.020833333333333332,0.0625,0.9166666666666666,0.0625,0.0,0.9375,48,17280,1.0,0.0,9.757305042358047,0,0,0,0,0,0.6164414002968976,0.6164414002968976,0.5200494100457079,0.5364815933468734,10001-20000,0
17282,1,0.11627906976744186,0.005813953488372093,0.877906976744186,0.11627906976744186,0.01744186046511628,0.8662790697674418,0.03488372093023256,0.20348837209302326,0.7616279069767442,0.12209302325581395,0.0,0.877906976744186,172,27700,1.6028237472514755,0.11627906976744186,9.757420776401345,2,2,2,2,2,0.46289878368522785,0.44859916569879743,0.37248888825935483,0.46310320172310093,10001-20000,0
17284,0,0.12209302325581395,0.01744186046511628,0.8604651162790697,0.12209302325581395,0.011627906976744186,0.8662790697674418,0.011627906976744186,0.0872093023255814,0.9011627906976745,0.11627906976744186,0.023255813953488372,0.8604651162790697,172,83104,4.808146262439251,0.12209302325581395,9.757536497051824,1,0,4,4,4,0.44149005281974096,0.44865944184193984,0.5067660112486251,0.4415053652684684,10001-20000,0
17286,0,0.12209302325581395,0.01744186046511628,0.8604651162790697,0.12209302325581395,0.011627906976744186,0.8662790697674418,0.011627906976744186,0.10465116279069768,0.8837209302325582,0.11627906976744186,0.023255813953488372,0.8604651162790697,172,83104,4.80758995719079,0.12209302325581395,9.757652204312583,0,2,0,6,6,0.44149005281974096,0.44865944184193984,0.4893788073571628,0.4415053652684684,10001-20000,0
17288,0,0.0,0.0,1.0,0.0,0.0,1.0,0.02857142857142857,0.2,0.7714285714285715,0.08571428571428572,0.0,0.9142857142857143,35,17288,1.0,0.0,9.757767898186723,2,0,2,8,8,0.6164414002968976,0.6164414002968976,0.3838579669298401,0.5074948476666175,10001-20000,0
17290,0,0.05714285714285714,0.02857142857142857,0.9142857142857143,0.05714285714285714,0.0,0.9428571428571428,0.05714285714285714,0.14285714285714285,0.8,0.08571428571428572,0.0,0.9142857142857143,35,25936,1.5000578368999422,0.05714285714285714,9.757883578677337,1,2,4,10,10,0.5099019513592785,0.5432329526237584,0.3901857223927904,0.5074948476666175,10001-20000,0
17292,0,0.14285714285714285,0.02857142857142857,0.8285714285714286,0.14285714285714285,0.0,0.8571428571428571,0.08571428571428572,0.17142857142857143,0.7428571428571429,0.08571428571428572,0.0,0.9142857142857143,35,19456,1.125144575526255,0.14285714285714285,9.757999245787522,0,0,0,0,12,0.40254293724586776,0.4384574072349373,0.32513733362117264,0.5074948476666175,10001-20000,0
17294,1,0.11320754716981132,0.03773584905660377,0.8490566037735849,0.11320754716981132,0.22641509433962265,0.660377358490566,0.05660377358490566,0.33962264150943394,0.6037735849056604,0.1320754716981132,0.018867924528301886,0.8490566037735849,53,58372,3.3752746617323925,0.11320754716981132,9.758114899520375,2,2,2,2,14,0.42785697114064764,0.2476087130124886,0.2991741332056501,0.42760728315598834,10001-20000,0
17296,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0070921985815602835,0.18439716312056736,0.8085106382978723,0.75177304964539,0.0,0.24822695035460993,141,17296,1.0,0.0,9.758230539878989,1,0,4,4,16,0.6164414002968976,0.6164414002968976,0.4256961857868013,0.5545165073409773,10001-20000,0
17298,0,0.16981132075471697,0.03773584905660377,0.7924528301886793,0.16981132075471697,0.018867924528301886,0.8113207547169812,0.03773584905660377,0.24528301886792453,0.7169811320754716,0.1509433962264151,0.0,0.8490566037735849,53,43792,2.5316221528500407,0.16981132075471697,9.758346166866458,0,2,0,6,18,0.35889748504326546,0.38298633563857976,0.34338585926710286,0.4290202603216601,10001-20000,1
17300,0,0.0,0.0,1.0,0.0,0.0,1.0,0.014184397163120567,0.18439716312056736,0.8014184397163121,0.02127659574468085,0.0,0.9787234042553191,141,17300,1.0,0.0,9.75846178048587,2,0,2,8,20,0.6164414002968976,0.6164414002968976,0.41567665696393274,0.5889506209025301,10001-20000,0
17302,0,0.07547169811320754,0.03773584905660377,0.8867924528301887,0.07547169811320754,0.05660377358490566,0.8679245283018868,0.05660377358490566,0.18867924528301888,0.7547169811320755,0.09433962264150944,0.018867924528301886,0.8867924528301887,53,38932,2.2501444919662466,0.07547169811320754,9.75857738074032,1,2,4,10,22,0.47576361209737517,0.45425091593129624,0.35249201834581734,0.4740394721395207,10001-20000,0
17304,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0070921985815602835,0.20567375886524822,0.7872340425531915,0.02127659574468085,0.0,0.9787234042553191,141,17304,1.0,0.0,9.758692967632895,0,0,0,0,24,0.6164414002968976,0.6164414002968976,0.4102810827626515,0.5889506209025301,10001-20000,0
17306,0,0.014184397163120567,0.0070921985815602835,0.9787234042553191,0.014184397163120567,0.0,0.9858156028368794,0.014184397163120567,0.1276595744680851,0.8581560283687943,0.02127659574468085,0.0,0.9787234042553191,141,25960,1.500057783427713,0.014184397163120567,9.758808541166685,2,2,2,2,26,0.58998311539815,0.5980864141449539,0.46389593299365744,0.5889506209025301,10001-20000,0
17308,0,0.08139534883720931,0.011627906976744186,0.9069767441860465,0.08139534883720931,0.023255813953488372,0.8953488372093024,0.01744186046511628,0.1744186046511628,0.8081395348837209,0.0872093023255814,0.005813953488372093,0.9069767441860465,172,49300,2.8483938063323317,0.08139534883720931,9.758924101344775,1,0,4,4,28,0.4989009012301363,0.48510535339655525,0.4188597413977192,0.4986162572408331,10001-20000,0
17310,0,0.046511627906976744,0.01744186046511628,0.936046511627907,0.046511627906976744,0.05813953488372093,0.8953488372093024,0.011627906976744186,0.12790697674418605,0.8604651162790697,0.040697674418604654,0.023255813953488372,0.936046511627907,172,87640,5.062969381860197,0.046511627906976744,9.759039648170255,0,2,0,6,0,0.5363957395428076,0.4905929569736254,0.4672161898852178,0.5372269200775686,10001-20000,0
17312,0,0.0,0.0,1.0,0.0,0.0,1.0,0.020833333333333332,0.0625,0.9166666666666666,0.0625,0.0,0.9375,48,17312,1.0,0.0,9.759155181646207,2,0,2,8,2,0.6164414002968976,0.6164414002968976,0.5200494100457079,0.5364815933468734,10001-20000,0
17314,0,0.014184397163120567,0.0070921985815602835,0.9787234042553191,0.014184397163120567,0.02127659574468085,0.9645390070921985,0.02127659574468085,0.14184397163120568,0.8368794326241135,0.02127659574468085,0.0,0.9787234042553191,141,25972,1.5000577567286588,0.014184397163120567,9.75927070177572,1,2,4,10,4,0.58998311539815,0.5739591476436495,0.44108571937940894,0.5889506209025301,10001-20000,0
17316,0,0.22641509433962265,0.018867924528301886,0.7547169811320755,0.22641509433962265,0.05660377358490566,0.7169811320754716,0.05660377358490566,0.41509433962264153,0.5283018867924528,0.24528301886792453,0.0,0.7547169811320755,53,32884,1.899052899052899,0.22641509433962265,9.759386208561871,0,0,0,0,6,0.3210985948003661,0.2702924855927166,0.326049528088634,0.3284428237931924,10001-20000,1
17318,0,0.07547169811320754,0.03773584905660377,0.8867924528301887,0.07547169811320754,0.20754716981132076,0.7169811320754716,0.07547169811320754,0.39622641509433965,0.5283018867924528,0.05660377358490566,0.0,0.9433962264150944,53,38968,2.2501443584709553,0.07547169811320754,9.759501702007746,2,2,2,2,8,0.47576361209737517,0.31233112204370667,0.2995309017863691,0.543913537827708,10001-20000,0
17320,0,0.0,0.0,1.0,0.0,0.0,1.0,0.020833333333333332,0.10416666666666667,0.875,0.0625,0.0,0.9375,48,17320,1.0,0.0,9.759617182116425,1,0,4,4,10,0.6164414002968976,0.6164414002968976,0.47722432414489896,0.5364815933468734,10001-20000,0
17322,0,0.041666666666666664,0.020833333333333332,0.9375,0.041666666666666664,0.0,0.9583333333333334,0.041666666666666664,0.08333333333333333,0.875,0.0625,0.0,0.9375,48,25984,1.5000577300542663,0.041666666666666664,9.75973264889099,0,2,0,6,12,0.5387421048660996,0.5628548263589427,0.47007682587234845,0.5364815933468734,10001-20000,0
17324,0,0.1171875,0.0078125,0.875,0.1171875,0.0625,0.8203125,0.046875,0.3125,0.640625,0.125,0.0,0.875,128,24676,1.4243823597321634,0.1171875,9.759848102334518,2,0,2,8,14,0.45932716587689437,0.3936073650384352,0.3106507786083917,0.4596194077712559,10001-20000,0
17326,1,0.046875,0.015625,0.9375,0.046875,0.1328125,0.8203125,0.015625,0.21875,0.765625,0.0390625,0.0234375,0.9375,128,58480,3.3752741544499596,0.046875,9.759963542450086,1,2,4,10,16,0.5380266315434581,0.4137469316351482,0.3895861185283685,0.5391372230819349,10001-20000,0
17328,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0070921985815602835,0.19148936170212766,0.8014184397163121,0.75177304964539,0.0,0.24822695035460993,141,17328,1.0,0.0,9.760078969240771,0,0,0,0,18,0.6164414002968976,0.6164414002968976,0.4203813588838561,0.5545165073409773,10001-20000,0
17330,0,0.04964539007092199,0.0070921985815602835,0.9432624113475178,0.04964539007092199,0.0,0.950354609929078,0.02127659574468085,0.12056737588652482,0.8581560283687943,0.03546099290780142,0.0070921985815602835,0.9574468085106383,141,29248,1.6877091748413156,0.04964539007092199,9.760194382709651,2,2,2,2,20,0.5444009697589205,0.5527175638579914,0.46072987586017833,0.5625405663043254,10001-20000,0
17332,0,0.0,0.0,1.0,0.0,0.0,1.0,0.014184397163120567,0.19148936170212766,0.7943262411347518,0.02127659574468085,0.0,0.9787234042553191,141,17332,1.0,0.0,9.7603097828598,1,0,4,4,22,0.6164414002968976,0.6164414002968976,0.4103546344441087,0.5889506209025301,10001-20000,0
17334,0,0.0859375,0.015625,0.8984375,0.0859375,0.0078125,0.90625,0.015625,0.140625,0.84375,0.078125,0.0234375,0.8984375,128,65824,3.7973924079843084,0.0859375,9.76042516969429,0,2,0,6,24,0.4884356006041124,0.4977929806279916,0.45006509945784506,0.48903504315897445,10001-20000,0
17336,0,0.0,0.0,1.0,0.0,0.0,1.0,0.014184397163120567,0.20567375886524822,0.7801418439716312,0.04964539007092199,0.0,0.950354609929078,141,17336,1.0,0.0,9.760540543216194,2,0,2,8,26,0.6164414002968976,0.6164414002968976,0.4002526740803808,0.5527175638579914,10001-20000,0
17338,1,0.014184397163120567,0.0070921985815602835,0.9787234042553191,0.014184397163120567,0.0,0.9858156028368794,0.014184397163120567,0.14893617021276595,0.8368794326241135,0.02127659574468085,0.0,0.9787234042553191,141,26008,1.5000576767793286,0.014184397163120567,9.760655903428585,1,2,4,10,28,0.58998311539815,0.5980864141449539,0.4447311835959932,0.5889506209025301,10001-20000,0
17340,0,0.30303030303030304,0.09090909090909091,0.6060606060606061,0.30303030303030304,0.16666666666666666,0.5303030303030303,0.030303030303030304,0.25757575757575757,0.7121212121212122,0.2878787878787879,0.10606060606060606,0.6060606060606061,66,166696,9.613379469434832,0.30303030303030304,9.760771250334534,0,0,0,0,0,0.15218035793320875,0.04515049825985254,0.34791785230988487,0.1421984025048493,10001-20000,1
17342,0,0.30303030303030304,0.09090909090909091,0.6060606060606061,0.30303030303030304,0.16666666666666666,0.5303030303030303,0.045454545454545456,0.3181818181818182,0.6363636363636364,0.2878787878787879,0.10606060606060606,0.6060606060606061,66,166696,9.612270787683082,0.30303030303030304,9.760886583937106,2,2,2,2,2,0.15218035793320875,0.04515049825985254,0.31201822366782744,0.1421984025048493,10001-20000,1
17344,0,0.0,0.0,1.0,0.0,0.0,1.0,0.020833333333333332,0.10416666666666667,0.875,0.0625,0.0,0.9375,48,17344,1.0,0.0,9.761001904239373,1,0,4,4,4,0.6164414002968976,0.6164414002968976,0.47722432414489896,0.5364815933468734,10001-20000,0
17346,0,0.09929078014184398,0.014184397163120567,0.8865248226950354,0.09929078014184398,0.0070921985815602835,0.8936170212765957,0.014184397163120567,0.1276595744680851,0.8581560283687943,0.09219858156028368,0.0,0.9078014184397163,141,49408,2.848380029978093,0.09929078014184398,9.7611172112444,0,2,0,6,6,0.47351142304397587,0.4821119892958749,0.46389593299365744,0.49948315926265485,10001-20000,0
17348,0,0.0,0.0,1.0,0.0,0.0,1.0,0.041666666666666664,0.14583333333333334,0.8125,0.0625,0.0,0.9375,48,17348,1.0,0.0,9.761232504955258,2,0,2,8,8,0.6164414002968976,0.6164414002968976,0.40905548387582935,0.5364815933468734,10001-20000,0
17350,0,0.08333333333333333,0.041666666666666664,0.875,0.08333333333333333,0.020833333333333332,0.8958333333333334,0.041666666666666664,0.125,0.8333333333333334,0.0625,0.0,0.9375,48,39040,2.25014409221902,0.08333333333333333,9.761347785375005,1,2,4,10,10,0.4611278444085641,0.4855194812432007,0.4283365758632132,0.5364815933468734,10001-20000,0
17352,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0379746835443038,0.43037974683544306,0.5316455696202531,0.24050632911392406,0.0,0.759493670886076,79,17352,1.0,0.0,9.761463052506711,0,0,0,0,12,0.6164414002968976,0.6164414002968976,0.350333464419631,0.3329811738003094,10001-20000,0
17354,1,0.02531645569620253,0.012658227848101266,0.9620253164556962,0.02531645569620253,0.0,0.9746835443037974,0.02531645569620253,0.35443037974683544,0.620253164556962,0.0379746835443038,0.0,0.9620253164556962,79,26032,1.5000576236026277,0.02531645569620253,9.761578306353435,2,2,2,2,14,0.5692234905116763,0.583759810833284,0.33728417586067067,0.5675602694954026,10001-20000,0
17356,0,0.06329113924050633,0.012658227848101266,0.9240506329113924,0.06329113924050633,0.0,0.9367088607594937,0.06329113924050633,0.379746835443038,0.5569620253164557,0.0379746835443038,0.0,0.9620253164556962,79,19528,1.1251440424060843,0.06329113924050633,9.761693546918242,1,0,4,4,16,0.5205256608733366,0.5354864273050366,0.3026296118062416,0.5675602694954026,10001-20000,0
17358,0,0.2441860465116279,0.05813953488372093,0.6976744186046512,0.2441860465116279,0.05232558139534884,0.7034883720930233,0.01744186046511628,0.13953488372093023,0.8430232558139535,0.25,0.05232558139534884,0.6976744186046512,172,400948,23.098744094941814,0.2441860465116279,9.76180877420419,0,2,0,6,18,0.24962925457104596,0.25754698385205876,0.4485087362953606,0.2517596267889445,10001-20000,1
17360,0,0.0,0.0,1.0,0.0,0.0,1.0,0.020833333333333332,0.125,0.8541666666666666,0.0625,0.0,0.9375,48,17360,1.0,0.0,9.761923988214342,2,0,2,8,20,0.6164414002968976,0.6164414002968976,0.4571575828481417,0.5364815933468734,10001-20000,0
17362,1,0.20253164556962025,0.0379746835443038,0.759493670886076,0.20253164556962025,0.02531645569620253,0.7721518987341772,0.0379746835443038,0.21518987341772153,0.7468354430379747,0.17721518987341772,0.06329113924050633,0.759493670886076,79,74176,4.272318857274508,0.20253164556962025,9.762039188951753,1,2,4,10,22,0.32107514465910586,0.33775890328830827,0.36029950687991147,0.3179660161682544,10001-20000,1
17364,0,0.0,0.0,1.0,0.0,0.0,1.0,0.041666666666666664,0.125,0.8333333333333334,0.0625,0.0,0.9375,48,17364,1.0,0.0,9.762154376419485,0,0,0,0,24,0.6164414002968976,0.6164414002968976,0.4283365758632132,0.5364815933468734,10001-20000,0
17366,0,0.24545454545454545,0.15454545454545454,0.6,0.24545454545454545,0.3181818181818182,0.43636363636363634,0.02727272727272727,0.23636363636363636,0.7363636363636363,0.2545454545454545,0.14545454545454545,0.6,110,281716,16.222273407808363,0.24545454545454545,9.76226955062059,2,2,2,2,26,0.1226430687566549,0.1448852495500839,0.3627261335138182,0.12264306875665491,10001-20000,1
17368,0,0.0,0.0,1.0,0.0,0.0,1.0,0.03773584905660377,0.4528301886792453,0.5094339622641509,0.05660377358490566,0.0,0.9433962264150944,53,17368,1.0,0.0,9.762384711558127,1,0,4,4,28,0.6164414002968976,0.6164414002968976,0.364409918665292,0.543913537827708,10001-20000,0
17370,0,0.03773584905660377,0.018867924528301886,0.9433962264150944,0.03773584905660377,0.0,0.9622641509433962,0.03773584905660377,0.3584905660377358,0.6037735849056604,0.05660377358490566,0.0,0.9433962264150944,53,26056,1.5000575705238917,0.03773584905660377,9.76249985923515,0,2,0,6,0,0.5460691597534978,0.5678649752515817,0.3235285170076893,0.543913537827708,10001-20000,0
17372,0,0.1320754716981132,0.018867924528301886,0.8490566037735849,0.1320754716981132,0.0,0.8679245283018868,0.03773584905660377,0.33962264150943394,0.6226415094339622,0.11320754716981132,0.0,0.8867924528301887,53,29320,1.6877734285056412,0.1320754716981132,9.762614993654713,2,0,2,8,2,0.42760728315598834,0.45118411511441436,0.3214310295045783,0.4738141217827008,10001-20000,0
17374,0,0.2,0.09090909090909091,0.7090909090909091,0.2,0.36363636363636365,0.43636363636363634,0.02727272727272727,0.34545454545454546,0.6272727272727273,0.19090909090909092,0.1,0.7090909090909091,110,250504,14.41832623460343,0.2,9.762730114819865,1,2,4,10,4,0.2561636873382795,0.20205555246266246,0.334268660197277,0.2561636873382795,10001-20000,1
17376,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0070921985815602835,0.22695035460992907,0.7659574468085106,0.10638297872340426,0.0,0.8936170212765957,141,17376,1.0,0.0,9.762845222733661,0,0,0,0,6,0.6164414002968976,0.6164414002968976,0.39655348347768526,0.4821015560716245,10001-20000,0
17378,1,0.041666666666666664,0.020833333333333332,0.9375,0.041666666666666664,0.0625,0.8958333333333334,0.0625,0.125,0.8125,0.0625,0.0,0.9375,48,26068,1.5000575440211763,0.041666666666666664,9.762960317399152,2,2,2,2,8,0.5387421048660996,0.4922665831527557,0.3996091840786445,0.5364815933468734,10001-20000,0
17380,0,0.4339622641509434,0.018867924528301886,0.5471698113207547,0.4339622641509434,0.0,0.5660377358490566,0.11320754716981132,0.37735849056603776,0.5094339622641509,0.41509433962264153,0.0,0.5849056603773585,53,20896,1.2023014959723821,0.4339622641509434,9.763075398819383,1,0,4,4,10,0.23017321321380488,0.249613442691929,0.2577526997999885,0.24587736410106423,10001-20000,1
17382,0,0.07547169811320754,0.03773584905660377,0.8867924528301887,0.07547169811320754,0.3584905660377358,0.5660377358490566,0.03773584905660377,0.39622641509433965,0.5660377358490566,0.05660377358490566,0.0,0.9433962264150944,53,39112,2.2501438269474168,0.07547169811320754,9.763190466997406,0,2,0,6,12,0.47576361209737517,0.28265385266646953,0.33413810529017246,0.543913537827708,10001-20000,0
17384,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0070921985815602835,0.24113475177304963,0.75177304964539,0.02127659574468085,0.0,0.9787234042553191,141,17384,1.0,0.0,9.763305521936266,2,0,2,8,14,0.6164414002968976,0.6164414002968976,0.3884285216908699,0.5889506209025301,10001-20000,0
